Campaign Name,Ad Name,Amount Spent,Reach,Impressions,Clicks (All),Results,Day,Ad Set Name
Engajamento - Guanambi,video bolinho 2,"13,01",4862,5214,7,859,2021-09-05,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,68",474,484,0,150,2021-09-05,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,76",1988,2157,2,369,2021-09-05,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"6,26",2577,2636,8,539,2021-09-05,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,85",234,240,0,23,2021-09-05,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,59",124,128,0,10,2021-09-05,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"14,36",5211,5607,7,969,2021-09-06,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"0,76",219,224,1,66,2021-09-06,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,76",1988,2152,5,357,2021-09-06,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"4,59",1833,1883,8,378,2021-09-06,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"1,07",294,305,2,31,2021-09-06,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,93",183,193,1,14,2021-09-06,Passo 3 CNN
TESTE PASSO 4 MDV,CUPOM,"3,7",409,462,0,,2021-09-06,Teste feed cnn
Engajamento - Guanambi,video bolinho 2,"16,7",6626,7165,11,1122,2021-09-07,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,06",298,311,0,88,2021-09-07,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,03",2040,2249,4,381,2021-09-07,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"2,62",1154,1197,2,231,2021-09-07,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,67",228,241,0,18,2021-09-07,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,66",119,122,1,6,2021-09-07,Passo 3 CNN
TESTE PASSO 4 MDV,CUPOM,"6,85",987,1252,3,2,2021-09-07,Teste feed cnn
Engajamento - Guanambi,video bolinho 2,"14,79",5659,5987,12,941,2021-09-08,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,5",432,439,0,127,2021-09-08,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,72",1756,1913,1,322,2021-09-08,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"4,73",1918,1980,5,382,2021-09-08,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,46",156,160,0,12,2021-09-08,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,58",82,88,0,7,2021-09-08,Passo 3 CNN
TESTE PASSO 4 MDV,CUPOM,"4,13",717,822,0,,2021-09-08,Teste feed cnn
Engajamento - Guanambi,video bolinho 2,"12,73",4325,4642,8,760,2021-09-09,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,52",402,411,0,109,2021-09-09,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,99",1871,2024,6,318,2021-09-09,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"6,76",2536,2582,9,542,2021-09-09,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,59",165,173,1,15,2021-09-09,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,54",99,101,0,7,2021-09-09,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"13,41",4581,4931,6,813,2021-09-10,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,84",484,489,2,153,2021-09-10,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,17",1948,2086,2,365,2021-09-10,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"6,17",2184,2240,7,443,2021-09-10,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,39",164,169,0,9,2021-09-10,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,35",64,66,0,8,2021-09-10,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"14,54",5120,5342,6,910,2021-09-11,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,59",409,414,1,117,2021-09-11,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,27",1989,2119,5,359,2021-09-11,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"4,79",1821,1859,7,374,2021-09-11,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,51",152,160,1,9,2021-09-11,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,7",119,122,0,11,2021-09-11,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"16,69",6576,6898,7,1048,2021-09-12,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,49",481,489,2,135,2021-09-12,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,12",2193,2369,5,406,2021-09-12,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"2,94",1224,1257,2,276,2021-09-12,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,42",145,148,0,14,2021-09-12,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,41",81,81,0,3,2021-09-12,Passo 3 CNN
Engajamento - Guanambi,video bolinho 2,"9,99",4005,4265,6,675,2021-09-13,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,79",504,512,1,160,2021-09-13,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,39",1981,2138,3,342,2021-09-13,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"2,51",1073,1096,2,205,2021-09-13,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,27",119,120,0,4,2021-09-13,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,46",64,65,0,7,2021-09-13,Passo 3 CNN
TESTE PASSO 4 MDV,cupom primeira compra,"7,41",1124,1442,19,7,2021-09-13,Guanambi
TESTE PASSO 4 MDV,CUPOM BEMVINDO,"5,45",663,864,13,4,2021-09-13,Teste feed cnn
Engajamento - Guanambi,video bolinho 2,"7,78",3121,3316,14,550,2021-09-14,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"2,37",628,639,2,219,2021-09-14,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"6,99",1710,1832,6,299,2021-09-14,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"1,98",875,897,2,158,2021-09-14,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,11",53,56,0,4,2021-09-14,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,38",68,70,1,8,2021-09-14,Passo 3 CNN
TESTE PASSO 4 MDV,cupom primeira compra,"9,45",1242,2017,28,12,2021-09-14,Guanambi
TESTE PASSO 4 MDV,CUPOM BEMVINDO,"6,36",788,1399,20,6,2021-09-14,Teste feed cnn
Engajamento - Guanambi,video bolinho 2,"9,04",3487,3707,3,603,2021-09-15,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,93",486,492,3,165,2021-09-15,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"7,66",1827,1957,4,313,2021-09-15,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"0,69",330,340,2,59,2021-09-15,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,12",51,55,0,1,2021-09-15,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,26",57,58,1,2,2021-09-15,Passo 3 CNN
TESTE PASSO 4 MDV,cupom primeira compra,"9,95",1230,1929,15,11,2021-09-15,Guanambi
TESTE PASSO 4 MDV,CUPOM BEMVINDO,"6,72",752,1373,20,10,2021-09-15,Teste feed cnn
Engajamento - Guanambi,video bolinho 2,"9,33",3541,3793,8,588,2021-09-16,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,64",406,410,1,142,2021-09-16,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,03",1851,2000,4,329,2021-09-16,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"0,33",153,162,1,38,2021-09-16,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,17",69,70,0,5,2021-09-16,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,27",44,47,0,1,2021-09-16,Passo 3 CNN
TESTE PASSO 4 MDV,cupom primeira compra,"9,95",1353,2071,20,10,2021-09-16,Guanambi
TESTE PASSO 4 MDV,CUPOM BEMVINDO,"6,71",776,1428,20,13,2021-09-16,Teste feed cnn
Engajamento - Guanambi,video bolinho 2,"8,42",3126,3343,1,571,2021-09-17,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,66",424,428,0,129,2021-09-17,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,34",1797,1911,4,335,2021-09-17,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"1,29",497,506,3,104,2021-09-17,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,13",56,59,0,5,2021-09-17,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,17",26,28,1,2,2021-09-17,Passo 3 CNN
TESTE PASSO 4 MDV,cupom primeira compra,"9,93",1333,2110,18,12,2021-09-17,Guanambi
TESTE PASSO 4 MDV,CUPOM BEMVINDO,"6,99",811,1442,11,3,2021-09-17,Teste feed cnn
Engajamento - Guanambi,video bolinho 2,"7,74",2944,3120,5,527,2021-09-18,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"1,57",392,401,0,144,2021-09-18,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"8,88",1950,2118,4,313,2021-09-18,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"2,08",909,930,1,197,2021-09-18,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,13",72,73,0,3,2021-09-18,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,19",34,34,0,1,2021-09-18,Passo 3 CNN
TESTE PASSO 4 MDV,cupom primeira compra,"9,75",1375,2126,11,9,2021-09-18,Guanambi
TESTE PASSO 4 MDV,CUPOM BEMVINDO,"7,28",871,1523,11,6,2021-09-18,Teste feed cnn
Engajamento - Guanambi,video bolinho 2,"4,53",2027,2080,3,345,2021-09-19,PASSO 03 MDV GBI
Engajamento - Carinhanha,video pastel,"0,95",292,295,0,98,2021-09-19,Passo 3 CNN
Engajamento - Carinhanha,video bolinho,"3,69",1011,1032,1,154,2021-09-19,Passo 3 CNN
Engajamento - Guanambi,video churros g 2,"0,78",383,388,1,78,2021-09-19,PASSO 03 MDV GBI
Engajamento - Guanambi,fotos salgados,"0,08",33,34,0,1,2021-09-19,PASSO 03 MDV GBI
Engajamento - Carinhanha,coxinha andressa,"0,11",17,17,0,1,2021-09-19,Passo 3 CNN
TESTE PASSO 4 MDV,cupom primeira compra,"10,08",1569,2516,10,6,2021-09-19,Guanambi
TESTE PASSO 4 MDV,CUPOM BEMVINDO,"7,1",970,1756,14,9,2021-09-19,Teste feed cnn
TESTE PASSO 4 MDV,cupom primeira compra,"9,44",1510,2399,13,7,2021-09-20,Guanambi
TESTE PASSO 4 MDV,CUPOM BEMVINDO,"6,65",970,1768,10,3,2021-09-20,Teste feed cnn
TESTE PASSO 4 MDV,banner cashback,"1,93",209,215,0,,2021-09-20,teste story gbi
engajamento,video saia da rotina,"1,17",181,199,3,58,2021-09-20,feed
TESTE PASSO 4 MDV,cupom primeira compra,"6,13",1028,1541,9,1,2021-09-21,Guanambi
TESTE PASSO 4 MDV,CUPOM BEMVINDO,"5,29",838,1445,12,6,2021-09-21,Teste feed cnn
TESTE PASSO 4 MDV,banner cashback,"1,54",193,193,1,1,2021-09-21,teste story gbi
engajamento,video saia da rotina,"15,55",5088,5270,36,2061,2021-09-21,feed
TESTE PASSO 4 MDV,cupom primeira compra,"0,9",193,203,0,,2021-09-22,Guanambi
TESTE PASSO 4 MDV,CUPOM BEMVINDO,"0,84",175,196,0,,2021-09-22,Teste feed cnn
engajamento,video saia da rotina,"15,19",4650,4777,33,1727,2021-09-22,feed
TESTE PASSO 4 MDV,copy cashback imagem,"5,72",991,1267,19,2,2021-09-22,Guanambi
TESTE PASSO 4 MDV,cashback video,"3,2",459,546,6,,2021-09-22,Guanambi
TESTE PASSO 4 MDV,cashback imagem,"3,43",525,687,9,1,2021-09-22,Teste feed cnn
TESTE PASSO 4 MDV,cashback video promo,"3,55",414,549,13,4,2021-09-22,Teste feed cnn
engajamento,video saia da rotina,"15,6",4564,4659,32,1557,2021-09-23,feed
TESTE PASSO 4 MDV,copy cashback imagem,"0,55",89,97,0,,2021-09-23,Guanambi
TESTE PASSO 4 MDV,cashback video,"4,52",492,712,5,2,2021-09-23,Guanambi
TESTE PASSO 4 MDV,cashback imagem,"0,56",92,99,1,,2021-09-23,Teste feed cnn
TESTE PASSO 4 MDV,cashback video promo,"3,83",407,627,10,2,2021-09-23,Teste feed cnn
TESTE PASSO 4 MDV,cupom primeira compra — FOTO,"4,57",747,969,7,1,2021-09-23,Guanambi
TESTE PASSO 4 MDV,CUPOM 5OFF,"3,08",453,620,11,3,2021-09-23,Teste feed cnn
TESTE PASSO 4 MDV,cupom primeira compra,"0,69",216,225,2,1,2021-09-24,Guanambi
engajamento,video saia da rotina,"12,4",3207,3279,25,1058,2021-09-24,feed
TESTE PASSO 4 MDV,cashback video,"4,48",429,494,11,5,2021-09-24,Guanambi
TESTE PASSO 4 MDV,cashback video promo,"3,52",360,427,8,4,2021-09-24,Teste feed cnn
TESTE PASSO 4 MDV,cupom primeira compra — FOTO,"3,36",713,852,10,4,2021-09-24,Guanambi
TESTE PASSO 4 MDV,CUPOM 5OFF,"2,68",470,571,6,2,2021-09-24,Teste feed cnn
Trafego video saia da rotina,video,"1,95",171,182,6,4,2021-09-25,carinhanha
Trafego video saia da rotina,video,"43,81",3404,5661,152,88,2021-09-27,carinhanha
Trafego video saia da rotina,video — Cópia,"48,7",6026,7840,251,152,2021-09-27,guanambi
Trafego video saia da rotina,video,"43,85",3233,4885,122,76,2021-09-28,carinhanha
Trafego video saia da rotina,video — Cópia,"57,28",6668,8287,149,90,2021-09-28,guanambi
Trafego video saia da rotina,video,"41,28",2916,4321,80,46,2021-09-29,carinhanha
Trafego video saia da rotina,video — Cópia,"51,22",5552,6662,169,116,2021-09-29,guanambi
Video views - video saia da rotina,video saia da rotina,"7,59",736,830,7,402,2021-09-30,video
Video views - video saia da rotina,video saia da rotina,"11,05",1158,1322,5,709,2021-10-01,video
trafego guanambi,video bolinho,"10,59",1610,1841,63,48,2021-10-01,publico geral - video bolinho
TRAFEGO CARINHANHA,video bolinho,"7,15",1028,1270,25,12,2021-10-01,publico geral cnn
Video views - video saia da rotina,video saia da rotina,"11,36",1612,1787,9,831,2021-10-02,video
trafego guanambi,video bolinho,"14,55",2263,2761,75,52,2021-10-02,publico geral - video bolinho
TRAFEGO CARINHANHA,video bolinho,"8,68",1216,1670,43,29,2021-10-02,publico geral cnn
trafego guanambi,video bolinho,"13,83",2611,3139,82,59,2021-10-03,publico geral - video bolinho
TRAFEGO CARINHANHA,video bolinho,9,1401,1961,39,23,2021-10-03,publico geral cnn
trafego guanambi,video bolinho,"8,5",1744,1935,59,42,2021-10-04,publico geral - video bolinho
TRAFEGO CARINHANHA,video bolinho,"5,67",999,1211,27,15,2021-10-04,publico geral cnn
trafego guanambi,video bolinho,"15,31",2877,3443,90,61,2021-10-05,publico geral - video bolinho
TRAFEGO CARINHANHA,video bolinho,"9,73",1566,2158,25,13,2021-10-05,publico geral cnn
trafego guanambi,video bolinho,"14,25",2576,3018,95,64,2021-10-06,publico geral - video bolinho
TRAFEGO CARINHANHA,video bolinho,"7,64",1146,1484,25,17,2021-10-06,publico geral cnn
trafego guanambi,video bolinho,"14,88",2485,2807,75,61,2021-10-07,publico geral - video bolinho
TRAFEGO CARINHANHA,video bolinho,"4,64",660,762,15,9,2021-10-07,publico geral cnn
trafego guanambi,video bolinho,"14,18",2217,2513,61,44,2021-10-08,publico geral - video bolinho
TRAFEGO CARINHANHA,video bolinho,"4,31",658,804,15,13,2021-10-08,publico geral cnn
trafego guanambi,video bolinho,"13,91",2292,2573,59,46,2021-10-09,publico geral - video bolinho
TRAFEGO CARINHANHA,video bolinho,"3,18",551,631,19,13,2021-10-09,publico geral cnn
trafego guanambi,video bolinho,"3,4",578,599,14,10,2021-10-11,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"5,8",1101,1261,11,440,2021-10-11,carinhanha
Engajamento Guanambi,video saia da rotina,"6,49",2329,2456,26,787,2021-10-11,Guanambi
Engajamento Guanambi,foto salgados mini,"0,05",21,23,0,6,2021-10-11,Guanambi
ALCANCE SERRA,VIDEO,"3,97",1769,1838,22,,2021-10-11,VIDEO SAIA DA ROTINA
trafego guanambi,video bolinho,"5,22",1033,1117,14,10,2021-10-12,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"5,92",1135,1378,11,458,2021-10-12,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,21",54,63,0,4,2021-10-12,carinhanha
Engajamento Guanambi,video saia da rotina,"11,48",3801,4165,36,1292,2021-10-12,Guanambi
Engajamento Guanambi,foto salgados mini,"0,26",66,69,0,14,2021-10-12,Guanambi
ALCANCE SERRA,VIDEO,"6,9",2078,2150,38,,2021-10-12,VIDEO SAIA DA ROTINA
trafego guanambi,video bolinho,"4,98",901,976,28,18,2021-10-13,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"5,93",1010,1185,14,404,2021-10-13,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,28",41,47,1,6,2021-10-13,carinhanha
Engajamento Guanambi,video saia da rotina,"10,66",2986,3278,22,1001,2021-10-13,Guanambi
Engajamento Guanambi,foto salgados mini,"0,23",55,55,0,11,2021-10-13,Guanambi
trafego guanambi,foto frete gratis,"8,43",2309,2551,19,8,2021-10-13,frete gratis - tarde
ALCANCE SERRA,VIDEO,"6,82",1454,1518,40,,2021-10-13,VIDEO SAIA DA ROTINA
trafego guanambi,video bolinho,"4,32",670,709,20,16,2021-10-14,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"6,02",979,1172,10,406,2021-10-14,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,09",28,28,0,1,2021-10-14,carinhanha
Engajamento Guanambi,video saia da rotina,"8,9",2295,2473,27,780,2021-10-14,Guanambi
Engajamento Guanambi,foto salgados mini,"0,14",29,29,0,6,2021-10-14,Guanambi
trafego guanambi,foto frete gratis,"10,41",2351,2882,27,10,2021-10-14,frete gratis - tarde
ALCANCE SERRA,VIDEO,"7,25",1007,1065,27,,2021-10-14,VIDEO SAIA DA ROTINA
trafego guanambi,video bolinho,"3,52",550,582,11,7,2021-10-15,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"5,97",927,1039,6,362,2021-10-15,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,21",35,36,2,5,2021-10-15,carinhanha
Engajamento Guanambi,video saia da rotina,7,1972,2083,12,643,2021-10-15,Guanambi
Engajamento Guanambi,foto salgados mini,"0,02",8,8,0,,2021-10-15,Guanambi
ALCANCE SERRA,VIDEO,"8,3",1079,1145,18,,2021-10-15,VIDEO SAIA DA ROTINA
trafego guanambi,video bolinho,"5,03",832,888,23,13,2021-10-16,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"5,95",949,1074,11,386,2021-10-16,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,17",14,15,1,4,2021-10-16,carinhanha
Engajamento Guanambi,video saia da rotina,"11,86",3237,3447,18,1063,2021-10-16,Guanambi
Engajamento Guanambi,foto salgados mini,"0,07",19,19,0,1,2021-10-16,Guanambi
ALCANCE SERRA,VIDEO,"8,08",813,848,27,,2021-10-16,VIDEO SAIA DA ROTINA
ALCANCE SERRA,VIDEO,"8,68",725,780,12,,2021-10-17,VIDEO SAIA DA ROTINA
trafego guanambi,video bolinho,"6,61",1242,1361,22,20,2021-10-18,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"5,95",956,1137,12,401,2021-10-18,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,17",30,30,1,4,2021-10-18,carinhanha
Engajamento Guanambi,video saia da rotina,"10,82",2889,3132,23,904,2021-10-18,Guanambi
Engajamento Guanambi,foto salgados mini,"0,07",9,9,0,,2021-10-18,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"2,08",303,309,6,150,2021-10-18,Guanambi
trafego guanambi,video bolinho,"4,88",792,853,28,20,2021-10-19,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"6,05",1010,1131,11,389,2021-10-19,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,09",16,16,0,2,2021-10-19,carinhanha
Engajamento Guanambi,video saia da rotina,"7,34",2268,2372,17,664,2021-10-19,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"2,87",465,487,7,219,2021-10-19,Guanambi
carrosel inauguração de serra,Novo anúncio,"3,4",1273,1314,41,,2021-10-19,inauguração serra
trafego guanambi,video bolinho,"5,29",765,824,28,22,2021-10-20,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"6,03",761,867,22,355,2021-10-20,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,18",22,24,0,3,2021-10-20,carinhanha
Engajamento Guanambi,video saia da rotina,"8,07",1995,2119,25,588,2021-10-20,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"3,63",452,481,3,251,2021-10-20,Guanambi
carrosel inauguração de serra,Novo anúncio,"6,02",1601,1642,36,,2021-10-20,inauguração serra
trafego guanambi,video bolinho,"4,27",717,767,17,11,2021-10-21,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"6,17",878,1000,23,371,2021-10-21,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,07",14,14,0,1,2021-10-21,carinhanha
Engajamento Guanambi,video saia da rotina,"4,75",1250,1310,13,375,2021-10-21,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,5,735,781,7,357,2021-10-21,Guanambi
carrosel inauguração de serra,Novo anúncio,"5,98",1273,1306,19,,2021-10-21,inauguração serra
trafego guanambi,video bolinho,"3,49",557,593,13,9,2021-10-22,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"6,11",763,879,9,310,2021-10-22,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,11",9,9,0,1,2021-10-22,carinhanha
Engajamento Guanambi,video saia da rotina,"4,85",1311,1371,12,331,2021-10-22,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"2,72",395,406,4,187,2021-10-22,Guanambi
carrosel inauguração de serra,Novo anúncio,"6,33",1101,1143,17,,2021-10-22,inauguração serra
trafego guanambi,video bolinho,"3,35",523,557,15,10,2021-10-23,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"5,88",817,925,8,329,2021-10-23,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,06",10,10,0,3,2021-10-23,carinhanha
Engajamento Guanambi,video saia da rotina,"5,34",1448,1502,16,400,2021-10-23,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"2,11",330,347,10,160,2021-10-23,Guanambi
carrosel inauguração de serra,Novo anúncio,"6,26",859,886,24,,2021-10-23,inauguração serra
carrosel inauguração de serra,Novo anúncio,"6,44",956,989,21,,2021-10-24,inauguração serra
trafego guanambi,video bolinho,"5,59",929,1023,32,23,2021-10-25,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"6,12",1040,1204,18,394,2021-10-25,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,22",32,33,1,8,2021-10-25,carinhanha
Engajamento Guanambi,video saia da rotina,"10,51",3271,3454,24,891,2021-10-25,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"5,27",917,965,8,397,2021-10-25,Guanambi
carrosel inauguração de serra,Novo anúncio,"5,57",881,910,13,,2021-10-25,inauguração serra
trafego guanambi,video bolinho,"3,6",500,559,16,14,2021-10-26,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"6,12",901,1022,9,365,2021-10-26,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,07",19,20,0,3,2021-10-26,carinhanha
Engajamento Guanambi,video saia da rotina,"5,6",1691,1777,11,452,2021-10-26,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"3,13",546,567,6,249,2021-10-26,Guanambi
trafego guanambi,video bolinho,"3,94",486,534,17,17,2021-10-27,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"6,17",920,1042,13,348,2021-10-27,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,11",16,16,1,1,2021-10-27,carinhanha
Engajamento Guanambi,video saia da rotina,"5,46",1425,1491,5,429,2021-10-27,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"2,6",523,537,6,218,2021-10-27,Guanambi
engajamento serra,video bolinho,"5,76",724,786,22,343,2021-10-27,engajamento
trafego guanambi,video bolinho,"4,77",606,659,21,16,2021-10-28,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"6,08",1014,1106,17,342,2021-10-28,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,03",8,8,0,,2021-10-28,carinhanha
Engajamento Guanambi,video saia da rotina,"7,92",1912,1990,17,513,2021-10-28,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"4,25",874,892,7,327,2021-10-28,Guanambi
engajamento serra,video bolinho,"9,43",1221,1465,28,577,2021-10-28,engajamento
trafego guanambi,video bolinho,"4,43",565,621,19,16,2021-10-29,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"6,59",1014,1122,9,341,2021-10-29,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,06",9,10,0,,2021-10-29,carinhanha
Engajamento Guanambi,video saia da rotina,"5,55",1354,1403,18,388,2021-10-29,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"4,27",900,929,5,364,2021-10-29,Guanambi
engajamento serra,video bolinho,"9,4",1248,1428,43,522,2021-10-29,engajamento
trafego guanambi,video bolinho,"3,31",550,581,15,11,2021-10-30,publico geral - video bolinho
Engajamento Guanambi,video saia da rotina,"6,04",1572,1633,8,416,2021-10-30,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"2,59",538,547,4,186,2021-10-30,Guanambi
engajamento serra,video bolinho,"8,96",1094,1266,20,439,2021-10-30,engajamento
engajamento serra,video bolinho,"9,45",1620,1973,32,637,2021-11-01,engajamento
engajamento serra,video bolinho,"9,24",1577,1921,18,626,2021-11-02,engajamento
engajamento serra,video bolinho,"9,33",1423,1676,32,593,2021-11-03,engajamento
trafego guanambi,video bolinho,"3,81",498,517,16,11,2021-11-04,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"3,04",643,698,7,205,2021-11-04,carinhanha
Engajamento Carinhanha,foto salgados mini,0,1,1,0,,2021-11-04,carinhanha
Engajamento Guanambi,video saia da rotina,"2,11",727,753,3,194,2021-11-04,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"0,83",281,282,2,99,2021-11-04,Guanambi
engajamento serra,video bolinho,"9,35",1278,1524,29,489,2021-11-04,engajamento
trafego guanambi,video bolinho,"5,22",764,862,31,20,2021-11-05,publico geral - video bolinho
Engajamento Carinhanha,video bolinho,"3,37",786,863,6,234,2021-11-05,carinhanha
Engajamento Carinhanha,foto salgados mini,"0,07",10,10,0,,2021-11-05,carinhanha
Engajamento Guanambi,video saia da rotina,"2,9",946,991,4,223,2021-11-05,Guanambi
Engajamento Guanambi,BOLINHO VIDEO,"1,01",314,317,0,103,2021-11-05,Guanambi
